STDM_TAZ,State,County,MPO,IsMPO,ITDDist,Area,DayPark,HourPark,AgforF,MiningF,UtilF,ConstrF,ManufF,WhlsaleF,RetailF,TrawhseF,InfoF,FininsF,EduK12,EduHigh,EduOthers,RealestF,ProftechF,MgmtF,WastadmnF,HealthF,ArtsentF,FoodlodgF,OtherF,PublicF,TotEmp,STATEFPS,COUNTYFPS,CNTYIDFP00,TOTPOP_T,TOTHH_T,HHSIZE1,HHSIZE2,HHSIZE3,HHSIZE4,HHSIZE5,HHSIZE6,HHSIZE7,HHWORK0,HHWORK1,HHWORK2,HHWORK3,CATINC1,CATINC2,CATINC3,HHSIZE1_O,HHWORK0_O,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHINC7,HHINC8,HHINC9,HHINC10,HHINC11,HHINC12,HHINC13,HHINC14,HHINC15,HHINC16,ShadowPrice,destinationChoiceDistrict
1065,Idaho,Ada,COMPASS,1,3,633454.2839,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,2,0,5,7,0,0,1,0,29,16,1,16001,1289,414,35,170,53,93,33,21,9,61,163,157,33,54,86,274,35,60,5,7,7,15,20,21,7,16,4,38,68,71,38,36,35,28,1,3
1066,Idaho,Ada,COMPASS,1,3,248101.1583,0,0,0,0,0,61,0,0,0,0,0,15,46,0,154,46,15,0,0,108,0,0,0,15,460,16,1,16001,143,62,15,25,13,6,2,1,0,9,24,24,5,8,13,41,15,9,1,1,1,2,3,3,1,2,1,6,10,11,6,5,5,4,1,3
1067,Idaho,Ada,COMPASS,1,3,499594.1246,0.23,1.00E-02,0,0,0,0,0,16,0,6,0,0,0,0,0,0,6,0,12,0,0,0,0,0,40,16,1,16001,1099,353,33,128,61,70,38,12,11,52,139,134,28,46,73,234,32,51,4,6,6,13,17,18,6,13,3,33,58,61,32,31,30,24,1,3
1068,Idaho,Ada,COMPASS,1,3,325714.7615,0,0,0,0,0,5,0,4,3,0,1,3,0,0,0,2,13,6,5,132,0,0,9,1,184,16,1,16001,295,135,31,61,26,8,2,6,1,20,53,51,11,17,28,90,31,20,2,2,2,5,6,7,2,5,1,13,22,23,12,12,11,9,1,3
1069,Idaho,Ada,COMPASS,1,3,227840.8593,11.71,0.81,0,0,0,1,0,10,22,0,0,0,0,0,0,3,6,0,0,4,0,0,0,1,47,16,1,16001,28,12,2,4,0,5,1,0,0,1,5,5,1,1,2,9,2,2,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,3
1070,Idaho,Ada,COMPASS,1,3,580007.6327,11.42,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,5,16,1,16001,488,164,28,43,61,18,8,3,3,24,65,62,13,22,33,109,27,24,2,3,3,6,8,8,3,6,1,15,27,28,15,14,14,11,1,3
1071,Idaho,Ada,COMPASS,1,3,383912.5971,9.98,0.58,0,0,0,0,2,4,4,0,0,2,0,0,0,14,4,0,2,0,0,0,0,0,32,16,1,16001,626,210,26,74,34,48,11,11,6,30,83,80,17,26,44,140,25,31,3,3,3,7,10,11,4,8,2,19,34,36,19,18,18,14,1,3
1072,Idaho,Ada,COMPASS,1,3,501329.0644,6.49,0.76,0,0,0,17,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,20,16,1,16001,770,293,31,149,50,41,10,9,3,42,116,111,24,37,61,195,31,43,3,5,5,10,14,15,5,11,3,27,48,50,27,26,25,20,1,3
1073,Idaho,Ada,COMPASS,1,3,312393.4179,11.63,2.63,0,0,0,2,162,2,23,2,0,5,0,0,0,20,7,0,0,11,231,245,7,2,719,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1074,Idaho,Ada,COMPASS,1,3,312817.6213,8.12,1.76,19,0,0,0,0,57,74,0,0,0,0,0,0,0,46,0,0,0,0,0,18,0,214,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1075,Idaho,Ada,COMPASS,1,3,683067.418,9.42,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,16001,18,5,1,1,3,0,0,0,0,1,2,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1076,Idaho,Ada,COMPASS,1,3,1095848.798,0,0,0,0,0,5,0,1,18,0,1,3,0,0,0,0,2,0,0,2,0,0,2,0,34,16,1,16001,1604,470,44,135,78,98,61,34,20,69,185,178,38,62,98,310,43,68,6,8,8,17,23,24,8,18,4,44,77,81,43,41,40,32,1,3
1077,Idaho,Ada,COMPASS,1,3,260147.3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,16,1,16001,10,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1078,Idaho,Ada,COMPASS,1,3,360166.1386,0,0,0,0,0,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,16,1,16001,171,66,9,36,6,7,3,4,1,10,26,25,5,8,13,45,10,10,1,1,1,2,3,3,1,2,1,6,11,11,6,6,6,4,1,3
1079,Idaho,Ada,COMPASS,1,3,182792.9578,0,0,0,0,0,0,0,12,109,0,0,5,0,0,0,0,2,0,0,2,0,0,5,2,137,16,1,16001,108,34,4,12,4,6,5,2,1,5,13,13,3,5,7,22,4,5,0,1,1,1,2,2,1,1,0,3,6,6,3,3,3,2,1,3
1080,Idaho,Ada,COMPASS,1,3,168877.3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,20,8,2,3,1,1,1,0,0,1,3,3,1,0,1,7,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3
1081,Idaho,Ada,COMPASS,1,3,163576.3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,18,7,2,3,1,1,0,0,0,0,3,3,1,0,1,6,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1082,Idaho,Ada,COMPASS,1,3,646385.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,42,15,1,7,3,1,1,2,0,2,6,6,1,2,3,10,1,2,0,0,0,1,1,1,0,1,0,1,2,3,1,1,1,1,1,3
1083,Idaho,Ada,COMPASS,1,3,650746.0919,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,1,16001,71,25,1,13,2,5,3,1,0,4,10,9,2,2,4,19,1,4,0,0,0,1,1,1,0,1,0,2,4,4,2,2,2,2,1,3
1084,Idaho,Ada,COMPASS,1,3,651438.5804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,45,14,3,6,2,0,3,0,0,2,6,5,1,2,3,9,2,2,0,0,0,1,1,1,0,1,0,1,2,2,1,1,1,1,1,3
1085,Idaho,Ada,COMPASS,1,3,648604.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,16,1,16001,55,19,3,8,3,2,2,1,0,2,8,7,2,2,4,13,2,3,0,0,0,1,1,1,0,1,0,2,3,3,2,2,2,1,1,3
1086,Idaho,Ada,COMPASS,1,3,649702.6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,16,1,16001,55,20,1,11,4,3,1,0,0,2,8,8,2,2,4,14,1,3,0,0,0,1,1,1,0,1,0,2,3,3,2,2,2,1,1,3
1087,Idaho,Ada,COMPASS,1,3,926017.912,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,47,16,1,16001,104,38,7,17,5,3,2,2,2,6,15,14,3,5,8,25,8,6,0,1,1,1,2,2,1,1,0,4,6,7,3,3,3,3,1,3
1088,Idaho,Ada,COMPASS,1,3,1026856.139,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,16,1,16001,221,74,4,39,10,5,10,2,4,11,29,28,6,10,16,48,4,11,1,1,1,3,4,4,1,3,1,7,12,13,7,6,6,5,1,3
1089,Idaho,Ada,COMPASS,1,3,644294.9757,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,15,16,1,16001,49,15,1,6,3,2,1,2,0,2,6,6,1,2,3,10,2,2,0,0,0,1,1,1,0,1,0,1,2,3,1,1,1,1,1,3
1090,Idaho,Ada,COMPASS,1,3,710501.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,74,28,5,13,4,2,1,1,2,4,11,11,2,2,5,21,6,4,0,0,0,1,1,1,0,1,0,3,5,5,3,2,2,2,1,3
1091,Idaho,Ada,COMPASS,1,3,661140.8407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,35,11,1,4,2,1,1,1,1,2,4,4,1,1,2,8,2,2,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,3
1092,Idaho,Ada,COMPASS,1,3,657158.8503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,19,7,1,4,0,2,0,0,0,0,3,3,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1093,Idaho,Ada,COMPASS,1,3,682126.1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,27,8,1,3,1,0,0,3,0,1,3,3,1,0,1,7,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3
1094,Idaho,Ada,COMPASS,1,3,663016.5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,38,15,2,10,0,1,0,2,0,2,6,6,1,2,3,10,2,2,0,0,0,1,1,1,0,1,0,1,2,3,1,1,1,1,1,3
1095,Idaho,Ada,COMPASS,1,3,659816.7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,23,6,0,2,1,1,1,0,1,2,2,2,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1096,Idaho,Ada,COMPASS,1,3,646624.4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,51,13,1,5,0,2,2,1,2,2,5,5,1,1,2,10,1,2,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,3
1097,Idaho,Ada,COMPASS,1,3,652180.2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,17,4,0,2,1,0,0,0,1,0,2,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1098,Idaho,Ada,COMPASS,1,3,644782.6539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,27,7,0,2,1,1,1,1,1,0,3,3,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1099,Idaho,Ada,COMPASS,1,3,636308.6449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,50,13,1,5,0,2,2,1,2,2,5,5,1,1,2,10,1,2,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,3
1100,Idaho,Ada,COMPASS,1,3,649023.2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,1,16001,30,8,3,1,0,2,0,2,0,1,3,3,1,0,1,7,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3
1101,Idaho,Ada,COMPASS,1,3,648788.9576,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,1,16001,13,4,0,2,0,0,0,2,0,0,2,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1102,Idaho,Ada,COMPASS,1,3,659831.7647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,39,11,0,5,2,0,1,2,1,2,4,4,1,1,2,8,1,2,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,3
1103,Idaho,Ada,COMPASS,1,3,644417.2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,34,10,2,4,1,1,0,1,1,1,4,4,1,0,2,8,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1,1,1,1,1,3
1104,Idaho,Ada,COMPASS,1,3,646382.4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,40,13,1,5,4,1,1,1,0,2,5,5,1,1,2,10,2,2,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,3
1105,Idaho,Ada,COMPASS,1,3,626865.5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,16,7,1,5,0,0,0,1,0,0,3,3,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1106,Idaho,Ada,COMPASS,1,3,641078.2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,81,23,1,7,3,4,4,3,1,3,9,9,2,2,4,17,2,3,0,0,0,1,1,1,0,1,0,2,4,4,2,2,2,2,1,3
1107,Idaho,Ada,COMPASS,1,3,1314019.747,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,1,16001,46,15,2,5,2,3,2,1,0,2,6,6,1,2,3,10,2,2,0,0,0,1,1,1,0,1,0,1,2,3,1,1,1,1,1,3
1108,Idaho,Ada,COMPASS,1,3,645960.5032,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,1,16001,22,7,1,2,1,2,1,0,0,0,3,3,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1109,Idaho,Ada,COMPASS,1,3,323413.7276,0.07,0.02,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1,16001,24,9,0,6,0,2,1,0,0,1,4,3,1,0,1,8,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,3
1110,Idaho,Ada,COMPASS,1,3,333074.048,1.00E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,18,6,1,3,0,1,1,0,0,2,2,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1111,Idaho,Ada,COMPASS,1,3,719966.1727,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,16,1,16001,858,242,24,56,41,58,42,16,5,35,95,92,20,32,49,161,24,35,3,4,4,9,12,12,4,9,2,22,40,42,22,21,20,16,1,3
1112,Idaho,Ada,COMPASS,1,3,391864.6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,55,17,1,8,4,2,1,0,1,3,7,6,1,2,4,11,2,2,0,0,0,1,1,1,0,1,0,2,3,3,2,1,1,1,1,3
1113,Idaho,Ada,COMPASS,1,3,222235.4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,54,16,1,4,3,4,3,1,0,3,6,6,1,2,3,11,2,2,0,0,0,1,1,1,0,1,0,1,3,3,1,1,1,1,1,3
1114,Idaho,Ada,COMPASS,1,3,226049.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,21,7,0,4,2,1,0,0,0,0,3,3,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1115,Idaho,Ada,COMPASS,1,3,161839.2493,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,1,16001,40,12,0,3,3,3,2,1,0,1,5,5,1,1,2,9,1,2,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,3
1116,Idaho,Ada,COMPASS,1,3,149471.6855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,37,11,0,3,2,3,2,1,0,2,4,4,1,1,2,8,1,2,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,3
1117,Idaho,Ada,COMPASS,1,3,73253.97354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,18,5,1,1,1,1,1,0,0,1,2,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1118,Idaho,Ada,COMPASS,1,3,575897.4346,0,0,0,0,0,11,0,0,0,0,0,0,75,0,0,0,3,0,0,0,0,0,0,0,89,16,1,16001,96,29,3,11,6,5,2,1,1,5,11,11,2,2,6,21,3,4,0,0,0,1,1,1,1,1,0,3,5,5,3,3,2,2,1,3
1119,Idaho,Ada,COMPASS,1,3,338562.1524,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,24,16,1,16001,649,217,47,77,34,41,10,5,3,32,86,82,17,28,45,144,47,32,3,4,3,8,10,11,4,8,2,20,35,37,20,19,18,15,1,3
1120,Idaho,Ada,COMPASS,1,3,684164.8931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1121,Idaho,Ada,COMPASS,1,3,323050.7118,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1,16001,131,39,6,14,6,9,2,1,1,6,15,15,3,5,8,26,6,6,0,1,1,1,2,2,1,1,0,4,6,7,4,3,3,3,1,3
1122,Idaho,Ada,COMPASS,1,3,162699.8512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1123,Idaho,Ada,COMPASS,1,3,160620.7124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1124,Idaho,Ada,COMPASS,1,3,327534.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1125,Idaho,Ada,COMPASS,1,3,327199.9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1126,Idaho,Ada,COMPASS,1,3,294273.3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1127,Idaho,Ada,COMPASS,1,3,1155786.715,0,0,0,0,0,19,0,7,0,0,1,0,0,0,0,1,1,0,0,22,0,0,0,1,52,16,1,16001,1307,392,56,84,95,82,46,17,12,56,155,149,32,50,81,261,56,57,5,6,6,14,19,20,7,15,3,36,64,67,36,34,33,26,1,3
1128,Idaho,Ada,COMPASS,1,3,861354.1631,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,5,0,28,16,1,16001,701,203,29,93,19,38,12,10,2,30,80,77,16,25,42,136,29,30,2,3,3,7,10,10,3,8,2,19,33,35,18,18,17,14,1,3
1129,Idaho,Ada,COMPASS,1,3,608391.2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,248,79,14,21,20,8,3,5,8,12,31,30,6,10,16,53,13,12,1,1,1,3,4,4,1,3,1,7,13,14,7,7,7,5,1,3
1130,Idaho,Ada,COMPASS,1,3,656401.0706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,18,7,2,2,2,0,1,0,0,0,3,3,1,0,1,6,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1131,Idaho,Ada,COMPASS,1,3,654447.9914,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,28,16,1,16001,50,16,1,6,3,1,4,0,1,3,6,6,1,2,3,11,2,2,0,0,0,1,1,1,0,1,0,1,3,3,1,1,1,1,1,3
1132,Idaho,Ada,COMPASS,1,3,653737.9515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,27,7,2,1,0,0,2,0,2,0,3,3,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1133,Idaho,Ada,COMPASS,1,3,643066.3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,49,17,3,7,2,2,2,0,1,3,7,6,1,2,4,11,3,2,0,0,0,1,1,1,0,1,0,2,3,3,2,1,1,1,1,3
1134,Idaho,Ada,COMPASS,1,3,652949.0684,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,16,1,16001,21,9,2,4,1,1,0,1,0,1,4,3,1,0,1,8,2,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,3
1135,Idaho,Ada,COMPASS,1,3,699552.7131,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,16,1,16001,23,9,2,4,1,1,0,1,0,1,4,3,1,0,1,8,2,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,3
1136,Idaho,Ada,COMPASS,1,3,331353.4529,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,16,1,16001,7,3,2,1,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
1137,Idaho,Ada,COMPASS,1,3,326572.8893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,11,4,1,2,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1138,Idaho,Ada,COMPASS,1,3,329399.7349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,11,4,1,2,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1139,Idaho,Ada,COMPASS,1,3,274196.5505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,9,4,1,2,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1140,Idaho,Ada,COMPASS,1,3,651255.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,1,16001,32,9,3,1,1,1,3,0,0,1,4,3,1,0,1,8,2,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,3
1141,Idaho,Ada,COMPASS,1,3,651438.8058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,16,1,16001,64,23,3,11,4,1,2,0,2,3,9,9,2,2,4,17,3,3,0,0,0,1,1,1,0,1,0,2,4,4,2,2,2,2,1,3
1142,Idaho,Ada,COMPASS,1,3,621367.2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,30,9,3,1,1,1,3,0,0,1,4,3,1,0,1,8,2,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,3
1143,Idaho,Ada,COMPASS,1,3,324720.2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,16,5,0,1,1,1,2,0,0,1,2,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1144,Idaho,Ada,COMPASS,1,3,289854.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,14,4,2,1,0,0,1,0,0,0,2,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
1145,Idaho,Ada,COMPASS,1,3,1342390.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,60,23,4,9,4,3,3,0,0,3,9,9,2,2,4,17,5,3,0,0,0,1,1,1,0,1,0,2,4,4,2,2,2,2,1,3
1146,Idaho,Ada,COMPASS,1,3,1310915.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,1,16001,74,23,1,9,7,2,0,3,1,3,9,9,2,2,4,17,0,3,0,0,0,1,1,1,0,1,0,2,4,4,2,2,2,2,1,3
1147,Idaho,Ada,COMPASS,1,3,433553.8521,0,0,0,0,0,0,2,9,14,0,12,9,0,0,0,0,12,0,2,0,0,64,0,0,124,16,1,16001,22,7,1,3,0,1,1,1,0,0,3,3,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3
1148,Idaho,Ada,COMPASS,1,3,306689.1508,0,0,0,0,0,0,6,33,30,0,29,1,0,0,0,3,28,0,1,0,0,92,0,0,223,16,1,16001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1149,Idaho,Ada,COMPASS,1,3,651956.2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16001,22,7,2,4,0,0,0,1,0,2,3,2,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,3
